time,location,growth
170,NL,2
170,Italy,12
170,China,0
170,South Korea,1
170,Wave 3,2573
170,India,475
170,Other,1347
171,USA,824
171,NL,-1
171,Italy,12
171,China,0
171,South Korea,0
171,Wave 3,2491
171,India,519
171,Other,1450
172,USA,690
172,NL,1
172,Italy,7
172,China,0
172,South Korea,1
172,Wave 3,2214
172,India,550
172,Other,1322
173,USA,459
173,NL,0
173,Italy,9
173,China,0
173,South Korea,0
173,Wave 3,1481
173,India,501
173,Other,1540
174,USA,367
174,NL,0
174,Italy,13
174,China,0
174,South Korea,0
174,Wave 3,1664
174,India,553
174,Other,1216
175,USA,926
175,NL,-2
175,Italy,17
175,China,1
175,South Korea,0
175,Wave 3,2670
175,India,582
175,Other,1401
176,USA,968
176,NL,1
176,Italy,13
176,China,2
176,South Korea,2
176,Wave 3,2388
176,India,605
176,Other,1455
177,USA,943
177,NL,1
177,Italy,20
177,China,0
177,South Korea,2
177,Wave 3,2543
177,India,688
177,Other,1553
178,USA,930
178,NL,1
178,Italy,11
178,China,1
178,South Korea,1
178,Wave 3,3510
178,India,671
178,Other,1531
179,USA,868
179,NL,-2
179,Italy,14
179,China,1
179,South Korea,1
179,Wave 3,2038
179,India,543
179,Other,2158
180,USA,447
180,NL,0
180,Italy,3
180,China,0
180,South Korea,1
180,Wave 3,1461
180,India,681
180,Other,1459
181,USA,514
181,NL,0
181,Italy,13
181,China,0
181,South Korea,0
181,Wave 3,1472
181,India,585
181,Other,1584
182,USA,1107
182,NL,0
182,Italy,15
182,China,2
182,South Korea,1
182,Wave 3,2787
182,India,650
182,Other,1607
183,USA,1216
183,NL,3
183,Italy,9
183,China,0
183,South Korea,0
183,Wave 3,2590
183,India,1129
183,Other,1975
184,USA,1094
184,NL,0
184,Italy,10
184,China,1
184,South Korea,1
184,Wave 3,6317
184,India,740
184,Other,1734
185,USA,1132
185,NL,0
185,Italy,5
185,China,1
185,South Korea,0
185,Wave 3,2407
185,India,757
185,Other,1733
186,USA,899
186,NL,1
186,Italy,5
186,China,2
186,South Korea,0
186,Wave 3,2296
186,India,702
186,Other,1641
187,USA,472
187,NL,19
187,Italy,5
187,China,0
187,South Korea,1
187,Wave 3,1114
187,India,711
187,Other,1338
188,USA,1120
188,NL,-18
188,Italy,5
188,China,4
188,South Korea,1
188,Wave 3,1775
188,India,637
188,Other,1651
189,USA,1374
189,NL,4
189,Italy,11
189,China,1
189,South Korea,0
189,Wave 3,2258
189,India,785
189,Other,1879
190,USA,1432
190,NL,2
190,Italy,6
190,China,1
190,South Korea,0
190,Wave 3,2578
190,India,762
190,Other,1792
191,USA,1209
191,NL,0
191,Italy,3
191,China,1
191,South Korea,1
191,Wave 3,2101
191,India,763
191,Other,1928
192,USA,1243
192,NL,0
192,Italy,9
192,China,2
192,South Korea,0
192,Wave 3,2425
192,India,793
192,Other,1717
193,USA,1115
193,NL,1
193,Italy,5
193,China,6
193,South Korea,0
193,Wave 3,2085
193,India,853
193,Other,1418
194,USA,403
194,NL,2
194,Italy,8
194,China,2
194,South Korea,0
194,Wave 3,1630
194,India,771
194,Other,1475
195,USA,530
195,NL,0
195,Italy,12
195,China,3
195,South Korea,0
195,Wave 3,1287
195,India,803
195,Other,1680
196,USA,1378
196,NL,1
196,Italy,5
196,China,4
196,South Korea,1
196,Wave 3,2474
196,India,857
196,Other,2228
197,USA,1376
197,NL,3
197,Italy,10
197,China,1
197,South Korea,0
197,Wave 3,2756
197,India,904
197,Other,1902
198,USA,1253
198,NL,0
198,Italy,6
198,China,3
198,South Korea,1
198,Wave 3,2558
198,India,886
198,Other,1778
199,USA,1242
199,NL,1
199,Italy,3
199,China,1
199,South Korea,1
199,Wave 3,2368
199,India,933
199,Other,1753
200,USA,1077
200,NL,4
200,Italy,13
200,China,0
200,South Korea,1
200,Wave 3,1867
200,India,861
200,Other,1587
201,USA,511
201,NL,0
201,Italy,2
201,China,5
201,South Korea,0
201,Wave 3,1514
201,India,1007
201,Other,1501
202,USA,527
202,NL,0
202,Italy,4
202,China,3
202,South Korea,0
202,Wave 3,1830
202,India,871
202,Other,1699
203,USA,1064
203,NL,-16
203,Italy,6
203,China,4
203,South Korea,0
203,Wave 3,2676
203,India,834
203,Other,1850
204,USA,1505
204,NL,20
204,Italy,10
204,China,4
204,South Korea,0
204,Wave 3,2162
204,India,942
204,Other,1965
205,USA,1070
205,NL,5
205,Italy,6
205,China,3
205,South Korea,0
205,Wave 3,2405
205,India,1007
205,Other,1737
206,USA,1338
206,NL,2
206,Italy,3
206,China,1
206,South Korea,0
206,Wave 3,6056
206,India,996
206,Other,1738
207,USA,1034
207,NL,2
207,Italy,158
207,China,2
207,South Korea,0
207,Wave 3,1591
207,India,944
